WAFER_ID,WAFER_SEQ,CHAMBER,STAGE,USAGE_OF_POLISHING_TABLE,USAGE_OF_DRESSER,PAD_GROOVE_DEPTH_UM,PRESS_DOWNFORCE_Z1,PRESS_DOWNFORCE_Z2,PRESS_DOWNFORCE_Z3,PRESS_RETAINING_RING,ROTATION_TABLE_RPM,ROTATION_HEAD_RPM,FLOW_RATE_SLURRY,CURRENT_TABLE_MOTOR,TEMP_PAD,CONDITIONER_DOWNFORCE,RemovalRate,IS_SYNTHETIC
W3_0161,161,Chamber 3,Stage A,161,36.1,938.0,3.869,3.702,3.638,5.127,91.73,86.44,215.26,19.34,42.07,8.42,2370.2,True
W3_0162,162,Chamber 3,Stage A,162,36.2,932.6,3.806,3.7,3.662,5.11,92.3,86.59,214.79,19.09,41.99,8.52,2374.3,True
W3_0163,163,Chamber 3,Stage A,163,36.3,932.8,3.776,3.696,3.696,5.178,92.78,86.02,220.58,19.3,41.45,8.46,2349.9,True
W3_0164,164,Chamber 3,Stage B,164,36.4,930.5,2.405,2.361,2.354,3.238,65.3,60.82,162.61,16.25,32.6,8.67,1085.6,True
W3_0165,165,Chamber 3,Stage A,165,36.5,934.9,3.801,3.755,3.612,5.212,92.36,85.97,219.7,19.49,42.38,8.57,2353.0,True
W3_0166,166,Chamber 3,Stage A,166,36.6,924.4,3.789,3.723,3.692,5.137,92.45,85.64,219.59,19.27,41.55,8.72,2340.7,True
W3_0167,167,Chamber 3,Stage A,167,36.7,920.7,3.803,3.725,3.686,5.207,91.66,86.04,221.35,19.45,42.15,8.73,2361.5,True
W3_0168,168,Chamber 3,Stage B,168,36.8,930.7,2.406,2.396,2.298,3.246,64.9,59.07,160.04,16.23,32.0,8.55,1066.2,True
W3_0169,169,Chamber 3,Stage A,169,36.9,925.9,3.841,3.684,3.674,5.097,91.77,85.82,221.41,19.33,41.7,8.64,2352.0,True
W3_0170,170,Chamber 3,Stage A,170,37.0,924.8,3.761,3.725,3.616,5.127,91.91,85.98,218.4,18.98,40.87,8.28,2315.2,True
W3_0171,171,Chamber 3,Stage A,171,37.1,917.8,3.774,3.767,3.697,5.032,92.04,85.84,214.18,19.49,42.72,8.28,2356.4,True
W3_0172,172,Chamber 3,Stage B,172,37.2,914.6,2.45,2.416,2.286,3.14,64.16,60.53,159.91,16.25,32.0,8.53,1068.1,True
W3_0173,173,Chamber 3,Stage A,173,37.3,925.5,3.769,3.7,3.684,5.142,92.24,85.64,214.09,19.51,41.5,8.42,2341.7,True
W3_0174,174,Chamber 3,Stage A,174,37.4,914.3,3.817,3.705,3.658,5.219,92.73,85.77,220.51,19.4,42.56,8.29,2334.9,True
W3_0175,175,Chamber 3,Stage A,175,37.5,912.3,3.813,3.726,3.653,5.121,92.4,86.29,218.03,19.3,41.96,8.35,2337.5,True
W3_0176,176,Chamber 3,Stage B,176,37.6,914.0,2.39,2.378,2.314,3.224,65.09,60.53,158.86,16.29,32.6,8.56,1061.7,True
W3_0177,177,Chamber 3,Stage A,177,37.7,907.1,3.772,3.684,3.609,5.071,92.24,85.44,219.4,19.29,41.56,8.59,2307.3,True
W3_0178,178,Chamber 3,Stage A,178,37.8,902.1,3.794,3.791,3.672,5.254,91.8,85.97,217.34,19.72,42.34,8.38,2325.2,True
W3_0179,179,Chamber 3,Stage A,179,37.9,903.3,3.79,3.722,3.676,5.153,91.83,85.95,219.36,19.0,41.7,8.36,2352.8,True
W3_0180,180,Chamber 3,Stage B,180,38.0,905.1,2.377,2.374,2.349,3.296,65.2,60.43,156.57,16.28,32.72,8.42,1072.4,True
W3_0181,181,Chamber 3,Stage A,181,38.1,898.1,3.774,3.706,3.687,5.091,92.05,85.69,219.37,19.2,41.1,8.49,2308.2,True
W3_0182,182,Chamber 3,Stage A,182,38.2,902.0,3.772,3.722,3.676,5.205,91.71,86.86,217.99,19.13,41.22,8.66,2328.7,True
W3_0183,183,Chamber 3,Stage A,183,38.3,895.8,3.82,3.696,3.618,5.084,91.96,85.92,218.1,19.46,42.26,8.54,2321.4,True
W3_0184,184,Chamber 3,Stage B,184,38.4,895.3,2.42,2.33,2.359,3.257,64.75,59.76,158.97,16.23,32.03,8.71,1049.4,True
W3_0185,185,Chamber 3,Stage A,185,38.5,891.8,3.755,3.712,3.645,5.099,92.27,86.37,219.84,19.12,40.76,8.53,2308.5,True
W3_0186,186,Chamber 3,Stage A,186,38.6,899.5,3.868,3.779,3.662,5.187,91.11,85.68,219.06,19.28,40.82,8.46,2337.4,True
W3_0187,187,Chamber 3,Stage A,187,38.7,894.2,3.776,3.698,3.568,5.115,92.36,85.76,224.29,19.25,41.13,8.46,2262.5,True
W3_0188,188,Chamber 3,Stage B,188,38.8,889.6,2.422,2.393,2.273,3.248,65.23,60.18,158.27,16.31,32.46,8.14,1062.5,True
W3_0189,189,Chamber 3,Stage A,189,38.9,895.9,3.76,3.666,3.614,5.25,92.29,86.08,219.64,19.4,41.75,8.46,2286.1,True
W3_0190,190,Chamber 3,Stage A,190,39.0,894.8,3.822,3.761,3.63,5.183,91.87,86.04,223.27,19.35,41.91,8.34,2313.1,True
W3_0191,191,Chamber 3,Stage A,191,39.1,884.1,3.761,3.768,3.684,5.225,91.36,85.65,222.98,19.09,40.9,8.22,2330.0,True
W3_0192,192,Chamber 3,Stage B,192,39.2,882.3,2.382,2.361,2.318,3.262,64.93,59.22,158.16,16.44,32.27,8.71,1017.7,True
W3_0193,193,Chamber 3,Stage A,193,39.3,878.2,3.804,3.711,3.651,5.121,91.44,86.07,217.34,19.27,41.98,8.52,2297.2,True
W3_0194,194,Chamber 3,Stage A,194,39.4,883.6,3.818,3.72,3.699,5.188,91.94,86.29,219.21,19.39,41.85,8.51,2333.3,True
W3_0195,195,Chamber 3,Stage A,195,39.5,880.5,3.828,3.741,3.614,5.215,92.72,85.91,219.26,19.21,41.83,8.59,2319.0,True
W3_0196,196,Chamber 3,Stage B,196,39.6,875.5,2.422,2.362,2.296,3.29,65.03,59.81,159.64,16.36,32.57,8.24,1063.1,True
W3_0197,197,Chamber 3,Stage A,197,39.7,872.2,3.815,3.748,3.718,5.137,91.58,86.34,223.73,19.49,42.43,8.45,2324.4,True
W3_0198,198,Chamber 3,Stage A,198,39.8,864.9,3.798,3.738,3.675,5.147,91.85,86.22,221.72,19.27,41.32,8.56,2287.4,True
W3_0199,199,Chamber 3,Stage A,199,39.9,874.0,3.845,3.739,3.666,5.076,92.3,86.11,216.83,19.27,41.7,8.71,2288.2,True
W3_0200,200,Chamber 3,Stage B,200,40.0,879.6,2.408,2.346,2.342,3.171,64.76,59.66,159.44,16.26,32.33,8.51,1061.6,True
W3_0201,201,Chamber 3,Stage A,201,40.1,866.9,3.804,3.701,3.692,5.058,91.87,85.72,217.68,19.15,41.29,8.46,2285.0,True
W3_0202,202,Chamber 3,Stage A,202,40.2,865.9,3.793,3.748,3.644,5.171,92.23,86.23,222.78,19.18,42.01,8.33,2260.1,True
W3_0203,203,Chamber 3,Stage A,203,40.3,861.3,3.804,3.645,3.688,5.094,92.13,85.91,217.42,19.1,41.53,8.34,2277.1,True
W3_0204,204,Chamber 3,Stage B,204,40.4,866.9,2.436,2.396,2.34,3.265,65.12,59.51,159.51,16.19,32.48,8.4,1063.9,True
W3_0205,205,Chamber 3,Stage A,205,40.5,856.7,3.817,3.742,3.63,5.223,92.02,86.12,218.7,19.22,41.84,8.36,2271.9,True
W3_0206,206,Chamber 3,Stage A,206,40.6,867.9,3.836,3.706,3.638,5.203,91.55,85.71,218.46,19.51,42.43,8.74,2270.6,True
W3_0207,207,Chamber 3,Stage A,207,40.7,854.0,3.808,3.75,3.645,5.117,92.67,86.22,222.9,19.19,41.21,8.54,2293.8,True
W3_0208,208,Chamber 3,Stage B,208,40.8,859.8,2.436,2.336,2.308,3.255,64.76,60.58,157.77,16.22,32.41,8.54,1048.4,True
W3_0209,209,Chamber 3,Stage A,209,40.9,848.2,3.78,3.745,3.659,5.066,91.66,86.46,220.62,19.09,41.12,8.42,2273.0,True
W3_0210,210,Chamber 3,Stage A,210,41.0,857.7,3.834,3.753,3.61,5.137,91.64,85.9,219.31,19.36,42.11,8.44,2268.5,True
W3_0211,211,Chamber 3,Stage A,211,41.1,856.3,3.75,3.701,3.691,5.142,92.08,86.85,220.49,19.33,41.14,8.39,2293.1,True
W3_0212,212,Chamber 3,Stage B,212,41.2,841.4,2.436,2.34,2.276,3.237,64.65,60.07,162.26,16.4,32.31,8.47,1014.4,True
W3_0213,213,Chamber 3,Stage A,213,41.3,841.2,3.814,3.754,3.661,5.098,91.55,86.2,220.28,19.62,41.95,8.48,2284.6,True
W3_0214,214,Chamber 3,Stage A,214,41.4,842.6,3.795,3.753,3.637,5.056,91.93,85.66,220.98,19.17,40.92,8.62,2259.0,True
W3_0215,215,Chamber 3,Stage A,215,41.5,848.6,3.765,3.735,3.657,5.096,92.0,86.61,218.05,19.21,41.68,8.21,2286.6,True
W3_0216,216,Chamber 3,Stage B,216,41.6,841.2,2.334,2.332,2.374,3.269,65.27,60.47,160.03,16.32,32.63,8.62,1030.4,True
W3_0217,217,Chamber 3,Stage A,217,41.7,844.0,3.8,3.689,3.624,5.116,91.62,85.8,219.67,19.41,41.56,8.56,2264.9,True
W3_0218,218,Chamber 3,Stage A,218,41.8,844.0,3.805,3.734,3.684,5.191,92.53,86.02,221.11,19.18,41.31,8.7,2298.7,True
W3_0219,219,Chamber 3,Stage A,219,41.9,840.7,3.793,3.679,3.655,5.084,91.4,85.49,220.65,19.28,41.41,8.7,2220.9,True
W3_0220,220,Chamber 3,Stage B,220,42.0,835.7,2.4,2.369,2.289,3.199,65.06,60.66,161.72,16.39,31.64,8.42,1012.9,True
W3_0221,221,Chamber 3,Stage A,221,42.1,836.2,3.84,3.676,3.693,5.117,91.54,85.9,218.55,19.11,40.68,8.57,2242.4,True
W3_0222,222,Chamber 3,Stage A,222,42.2,835.0,3.764,3.709,3.653,5.119,92.1,86.27,217.68,18.79,40.35,8.49,2241.8,True
W3_0223,223,Chamber 3,Stage A,223,42.3,825.6,3.835,3.71,3.62,5.138,91.47,85.74,222.44,18.98,40.19,8.51,2261.5,True
W3_0224,224,Chamber 3,Stage B,224,42.4,830.9,2.413,2.392,2.361,3.257,65.2,59.15,164.2,16.44,32.16,8.41,1062.7,True
W3_0225,225,Chamber 3,Stage A,225,42.5,821.3,3.83,3.725,3.617,5.204,91.75,86.61,222.6,19.4,42.81,8.59,2250.0,True
W3_0226,226,Chamber 3,Stage A,226,42.6,825.9,3.867,3.711,3.682,5.093,92.62,85.72,217.62,19.18,41.61,8.47,2286.4,True
W3_0227,227,Chamber 3,Stage A,227,42.7,830.4,3.78,3.706,3.709,5.141,91.21,85.79,220.19,19.53,41.48,8.78,2245.3,True
W3_0228,228,Chamber 3,Stage B,228,42.8,820.3,2.365,2.28,2.262,3.077,65.84,60.09,158.15,16.4,32.41,8.57,997.8,True
W3_0229,229,Chamber 3,Stage A,229,42.9,820.5,3.825,3.748,3.651,5.239,91.82,85.64,220.84,19.22,41.4,8.4,2282.7,True
W3_0230,230,Chamber 3,Stage A,230,43.0,818.3,3.776,3.759,3.616,5.095,92.23,86.38,222.44,19.2,41.53,8.39,2270.8,True
W3_0231,231,Chamber 3,Stage A,231,43.1,819.1,3.808,3.729,3.616,5.178,92.22,85.21,220.55,19.25,41.31,8.38,2242.5,True
W3_0232,232,Chamber 3,Stage B,232,43.2,805.9,2.423,2.306,2.354,3.266,65.54,60.35,159.98,16.44,32.76,8.31,1014.4,True
W3_0233,233,Chamber 3,Stage A,233,43.3,817.0,3.794,3.715,3.641,5.156,92.35,86.4,220.89,19.2,42.03,8.23,2254.7,True
W3_0234,234,Chamber 3,Stage A,234,43.4,818.9,3.812,3.653,3.641,5.128,92.51,86.02,216.71,19.0,40.72,8.56,2243.4,True
W3_0235,235,Chamber 3,Stage A,235,43.5,816.3,3.814,3.743,3.662,5.135,92.28,85.03,220.22,19.32,41.79,8.34,2219.8,True
W3_0236,236,Chamber 3,Stage B,236,43.6,818.5,2.419,2.369,2.28,3.201,65.09,59.72,160.87,16.32,32.74,8.18,1012.9,True
W3_0237,237,Chamber 3,Stage A,237,43.7,813.2,3.73,3.7,3.636,5.173,92.35,85.65,222.0,19.25,41.36,8.44,2210.0,True
W3_0238,238,Chamber 3,Stage A,238,43.8,801.2,3.784,3.723,3.663,5.157,92.35,86.08,219.16,19.18,41.52,8.45,2241.2,True
W3_0239,239,Chamber 3,Stage A,239,43.9,805.9,3.82,3.729,3.678,5.13,91.3,85.86,219.6,19.0,40.67,8.61,2224.2,True
W3_0240,240,Chamber 3,Stage B,240,44.0,805.3,2.381,2.33,2.292,3.204,65.27,59.71,158.19,16.25,31.81,8.77,1003.0,True
W3_0241,241,Chamber 3,Stage A,241,44.1,804.4,3.755,3.759,3.673,5.154,92.54,86.18,220.9,19.39,41.61,8.73,2233.2,True
W3_0242,242,Chamber 3,Stage A,242,44.2,796.9,3.814,3.682,3.644,5.143,91.83,86.13,221.61,19.23,41.82,8.5,2226.1,True
W3_0243,243,Chamber 3,Stage A,243,44.3,795.6,3.82,3.734,3.687,5.132,91.27,85.32,221.47,19.19,41.53,8.41,2222.6,True
W3_0244,244,Chamber 3,Stage B,244,44.4,800.9,2.4,2.334,2.293,3.224,64.91,60.37,159.74,16.42,32.74,8.65,1007.1,True
W3_0245,245,Chamber 3,Stage A,245,44.5,798.1,3.803,3.754,3.666,5.112,92.36,86.04,219.79,19.31,41.83,8.43,2244.7,True
W3_0246,246,Chamber 3,Stage A,246,44.6,791.5,3.838,3.72,3.615,5.195,91.79,85.72,216.41,19.03,40.51,8.59,2226.7,True
W3_0247,247,Chamber 3,Stage A,247,44.7,791.0,3.796,3.698,3.632,5.143,91.8,85.9,217.07,19.32,41.67,8.67,2195.6,True
W3_0248,248,Chamber 3,Stage B,248,44.8,794.1,2.343,2.446,2.3,3.292,64.5,60.4,163.72,16.02,32.08,8.49,1004.6,True
W3_0249,249,Chamber 3,Stage A,249,44.9,790.0,3.799,3.715,3.664,5.16,91.34,86.04,224.87,19.24,41.84,8.3,2204.4,True
W3_0250,250,Chamber 3,Stage A,250,45.0,786.9,3.8,3.702,3.646,5.116,92.05,85.7,217.45,19.3,41.9,8.49,2219.5,True
W3_0251,251,Chamber 3,Stage A,251,45.1,787.0,3.856,3.724,3.669,5.092,92.2,86.11,219.89,19.19,41.33,8.42,2231.2,True
W3_0252,252,Chamber 3,Stage B,252,45.2,782.9,2.399,2.355,2.298,3.241,66.08,60.12,161.29,16.27,32.65,8.57,1023.3,True
W3_0253,253,Chamber 3,Stage A,253,45.3,786.0,3.771,3.735,3.615,5.157,91.52,85.87,217.14,19.04,40.61,8.92,2208.6,True
W3_0254,254,Chamber 3,Stage A,254,45.4,780.8,3.79,3.765,3.675,5.141,92.1,85.88,218.18,19.31,41.6,8.69,2218.2,True
W3_0255,255,Chamber 3,Stage A,255,45.5,782.5,3.802,3.752,3.626,5.088,92.49,85.81,217.47,19.22,41.7,8.43,2230.3,True
W3_0256,256,Chamber 3,Stage B,256,45.6,780.6,2.428,2.331,2.298,3.191,64.92,60.27,160.27,16.11,32.21,8.7,998.3,True
W3_0257,257,Chamber 3,Stage A,257,45.7,774.3,3.794,3.741,3.619,5.047,92.22,86.7,218.01,19.05,40.96,8.68,2211.5,True
W3_0258,258,Chamber 3,Stage A,258,45.8,773.4,3.761,3.673,3.623,5.14,92.0,85.8,220.4,19.22,41.2,8.66,2163.8,True
W3_0259,259,Chamber 3,Stage A,259,45.9,775.3,3.794,3.687,3.635,5.026,92.76,85.63,223.17,19.21,41.29,8.51,2205.9,True
W3_0260,260,Chamber 3,Stage B,260,46.0,769.6,2.423,2.341,2.29,3.16,65.21,60.43,163.23,16.36,31.63,8.55,970.2,True
W3_0261,261,Chamber 3,Stage A,261,46.1,774.1,3.793,3.722,3.649,5.137,91.03,86.01,215.54,18.96,40.33,8.61,2174.5,True
W3_0262,262,Chamber 3,Stage A,262,46.2,775.1,3.806,3.734,3.683,5.125,92.3,86.27,217.43,18.87,41.17,8.72,2221.5,True
W3_0263,263,Chamber 3,Stage A,263,46.3,763.4,3.794,3.716,3.666,5.114,92.73,86.08,219.36,19.02,40.83,8.42,2197.5,True
W3_0264,264,Chamber 3,Stage B,264,46.4,759.8,2.463,2.321,2.308,3.27,65.25,59.98,159.52,16.15,32.23,8.57,989.0,True
W3_0265,265,Chamber 3,Stage A,265,46.5,760.6,3.78,3.725,3.659,5.219,91.79,86.31,220.61,19.02,41.15,8.69,2195.0,True
W3_0266,266,Chamber 3,Stage A,266,46.6,764.7,3.771,3.686,3.653,5.205,91.84,86.24,219.8,19.19,41.09,8.31,2172.8,True
W3_0267,267,Chamber 3,Stage A,267,46.7,758.9,3.768,3.736,3.623,5.104,90.55,86.84,221.1,19.04,40.57,8.38,2142.1,True
W3_0268,268,Chamber 3,Stage B,268,46.8,753.9,2.453,2.318,2.306,3.35,65.25,60.05,161.01,16.16,32.33,8.44,985.9,True
W3_0269,269,Chamber 3,Stage A,269,46.9,758.0,3.792,3.716,3.684,5.165,92.11,86.0,217.88,19.14,41.55,8.17,2181.0,True
W3_0270,270,Chamber 3,Stage A,270,47.0,754.2,3.798,3.775,3.685,5.178,92.3,85.48,221.33,19.27,41.7,8.56,2237.5,True
W3_0271,271,Chamber 3,Stage A,271,47.1,750.2,3.828,3.71,3.672,5.177,92.15,86.67,218.23,19.2,41.69,8.43,2216.7,True
W3_0272,272,Chamber 3,Stage B,272,47.2,752.0,2.366,2.361,2.302,3.267,64.99,59.86,159.85,16.2,32.05,8.5,991.4,True
W3_0273,273,Chamber 3,Stage A,273,47.3,748.9,3.868,3.729,3.631,5.264,92.17,86.4,221.18,19.26,41.2,8.59,2175.0,True
W3_0274,274,Chamber 3,Stage A,274,47.4,752.1,3.778,3.735,3.658,5.154,92.11,85.76,219.48,19.08,41.23,8.64,2163.2,True
W3_0275,275,Chamber 3,Stage A,275,47.5,747.9,3.836,3.696,3.657,5.222,92.17,86.57,222.0,19.13,41.23,8.36,2200.1,True
W3_0276,276,Chamber 3,Stage B,276,47.6,751.8,2.312,2.313,2.238,3.249,65.1,60.11,158.08,16.1,31.73,8.6,955.7,True
W3_0277,277,Chamber 3,Stage A,277,47.7,733.2,3.851,3.741,3.626,5.174,91.82,85.69,215.71,18.82,41.02,8.52,2175.3,True
W3_0278,278,Chamber 3,Stage A,278,47.8,736.8,3.833,3.74,3.64,5.158,91.61,86.03,221.59,19.05,41.04,8.04,2194.0,True
W3_0279,279,Chamber 3,Stage A,279,47.9,738.1,3.781,3.667,3.693,5.118,91.82,85.98,221.27,19.34,42.18,8.55,2151.2,True
W3_0280,280,Chamber 3,Stage B,280,48.0,737.1,2.355,2.353,2.328,3.209,64.68,60.61,157.15,16.25,31.53,8.19,970.4,True
W3_0281,281,Chamber 3,Stage A,281,48.1,734.3,3.835,3.703,3.671,5.206,91.82,86.29,219.52,18.91,40.18,8.64,2158.0,True
W3_0282,282,Chamber 3,Stage A,282,48.2,732.5,3.793,3.746,3.636,5.089,91.86,85.69,218.13,19.2,40.98,8.26,2135.2,True
W3_0283,283,Chamber 3,Stage A,283,48.3,735.7,3.854,3.696,3.641,5.069,91.46,86.62,220.34,19.04,40.7,8.52,2181.4,True
W3_0284,284,Chamber 3,Stage B,284,48.4,734.0,2.366,2.361,2.324,3.15,64.55,60.36,161.75,16.38,32.31,8.27,963.5,True
W3_0285,285,Chamber 3,Stage A,285,48.5,731.0,3.825,3.713,3.649,5.098,92.66,85.95,218.16,19.0,41.5,8.39,2194.9,True
W3_0286,286,Chamber 3,Stage A,286,48.6,726.8,3.814,3.721,3.649,5.123,92.41,86.0,221.53,19.26,41.02,8.43,2150.0,True
W3_0287,287,Chamber 3,Stage A,287,48.7,723.8,3.791,3.713,3.67,5.114,92.56,85.67,220.34,19.14,41.31,8.38,2174.8,True
W3_0288,288,Chamber 3,Stage B,288,48.8,726.5,2.418,2.329,2.307,3.18,64.73,59.97,163.63,16.3,32.46,8.52,992.4,True
W3_0289,289,Chamber 3,Stage A,289,48.9,723.0,3.781,3.738,3.639,5.031,92.37,86.44,223.68,19.17,41.34,8.56,2182.2,True
W3_0290,290,Chamber 3,Stage A,290,49.0,718.0,3.795,3.703,3.664,5.053,92.31,86.24,221.17,19.21,41.96,8.52,2144.5,True
W3_0291,291,Chamber 3,Stage A,291,49.1,714.2,3.817,3.694,3.681,5.196,91.65,85.93,220.03,19.23,41.16,8.63,2141.0,True
W3_0292,292,Chamber 3,Stage B,292,49.2,721.4,2.385,2.365,2.296,3.163,66.15,60.11,160.22,16.1,32.2,8.34,960.4,True
W3_0293,293,Chamber 3,Stage A,293,49.3,718.1,3.858,3.735,3.681,5.122,91.97,86.44,223.33,19.05,40.89,8.7,2163.3,True
W3_0294,294,Chamber 3,Stage A,294,49.4,711.2,3.825,3.754,3.699,5.114,91.45,86.14,223.77,19.22,41.66,8.43,2156.9,True
W3_0295,295,Chamber 3,Stage A,295,49.5,711.8,3.732,3.691,3.636,5.185,91.96,85.79,218.22,19.23,41.7,8.6,2093.4,True
W3_0296,296,Chamber 3,Stage B,296,49.6,711.6,2.458,2.386,2.258,3.237,65.15,59.7,155.38,16.19,31.82,8.51,967.2,True
W3_0297,297,Chamber 3,Stage A,297,49.7,698.4,3.773,3.717,3.595,5.146,90.86,85.88,221.84,18.75,41.44,8.34,2103.2,True
W3_0298,298,Chamber 3,Stage A,298,49.8,710.9,3.796,3.724,3.574,5.226,92.11,85.66,222.93,19.08,39.83,8.23,2122.3,True
W3_0299,299,Chamber 3,Stage A,299,49.9,705.4,3.809,3.741,3.65,5.144,92.04,85.76,219.91,18.96,40.69,8.54,2151.8,True
W3_0300,300,Chamber 3,Stage B,300,50.0,699.0,2.418,2.319,2.26,3.198,64.91,59.73,162.59,16.07,32.46,8.53,968.0,True
W3_0301,301,Chamber 3,Stage A,301,50.1,708.3,3.807,3.701,3.712,5.202,91.7,85.95,220.49,19.02,40.8,8.63,2133.7,True
W3_0302,302,Chamber 3,Stage A,302,50.2,711.6,3.813,3.701,3.667,5.111,92.36,87.01,219.28,19.03,40.89,8.62,2141.5,True
W3_0303,303,Chamber 3,Stage A,303,50.3,696.6,3.791,3.742,3.59,5.152,92.46,85.79,214.98,19.26,41.23,8.49,2113.0,True
W3_0304,304,Chamber 3,Stage B,304,50.4,699.2,2.365,2.358,2.318,3.213,65.31,60.19,160.09,16.25,31.33,8.36,960.8,True
W3_0305,305,Chamber 3,Stage A,305,50.5,699.7,3.815,3.736,3.645,5.132,91.44,85.77,220.1,19.17,41.11,8.39,2118.8,True
W3_0306,306,Chamber 3,Stage A,306,50.6,691.3,3.827,3.745,3.585,5.19,92.61,85.81,220.47,18.8,40.14,8.37,2117.1,True
W3_0307,307,Chamber 3,Stage A,307,50.7,696.6,3.778,3.724,3.625,5.157,92.27,86.95,222.25,19.04,40.94,8.54,2116.6,True
W3_0308,308,Chamber 3,Stage B,308,50.8,692.1,2.358,2.345,2.321,3.226,64.92,59.94,158.33,16.22,32.01,8.68,935.9,True
W3_0309,309,Chamber 3,Stage A,309,50.9,693.3,3.773,3.766,3.614,5.097,91.51,85.46,223.18,19.13,40.75,8.58,2087.6,True
W3_0310,310,Chamber 3,Stage A,310,51.0,686.5,3.774,3.705,3.671,5.173,92.24,85.58,219.11,18.71,41.08,8.52,2095.5,True
W3_0311,311,Chamber 3,Stage A,311,51.1,689.3,3.715,3.682,3.667,5.132,92.63,86.62,220.87,18.91,40.19,8.55,2107.1,True
W3_0312,312,Chamber 3,Stage B,312,51.2,681.8,2.409,2.325,2.332,3.314,65.38,60.4,158.88,16.3,32.33,8.66,957.5,True
W3_0313,313,Chamber 3,Stage A,313,51.3,683.2,3.798,3.754,3.635,5.175,92.29,85.88,222.78,19.23,41.7,8.45,2100.2,True
W3_0314,314,Chamber 3,Stage A,314,51.4,681.6,3.794,3.686,3.641,5.09,92.23,86.52,217.55,19.11,40.65,8.76,2098.2,True
W3_0315,315,Chamber 3,Stage A,315,51.5,679.0,3.788,3.699,3.67,5.116,91.43,86.22,217.59,18.93,40.99,8.33,2106.1,True
W3_0316,316,Chamber 3,Stage B,316,51.6,676.2,2.393,2.343,2.311,3.202,65.59,59.41,160.89,16.3,31.66,8.6,933.7,True
W3_0317,317,Chamber 3,Stage A,317,51.7,676.4,3.827,3.725,3.594,5.217,91.79,85.84,220.51,19.32,41.1,8.59,2103.0,True
W3_0318,318,Chamber 3,Stage A,318,51.8,670.6,3.824,3.752,3.607,5.217,91.38,85.55,219.48,19.13,40.77,8.79,2083.8,True
W3_0319,319,Chamber 3,Stage A,319,51.9,671.2,3.787,3.765,3.65,5.227,92.3,85.74,220.1,19.08,42.12,8.37,2117.0,True
W3_0320,320,Chamber 3,Stage B,320,52.0,672.0,2.447,2.385,2.36,3.332,64.41,59.56,157.99,16.48,32.04,8.36,984.3,True
W3_0321,321,Chamber 3,Stage A,321,52.1,668.6,3.859,3.769,3.634,5.03,91.91,85.74,220.41,18.96,41.23,8.51,2112.6,True
W3_0322,322,Chamber 3,Stage A,322,52.2,670.5,3.806,3.753,3.611,5.116,91.95,85.79,221.8,19.08,40.52,8.39,2081.5,True
W3_0323,323,Chamber 3,Stage A,323,52.3,663.7,3.859,3.722,3.681,5.214,92.41,85.99,221.28,19.22,40.65,8.31,2099.4,True
W3_0324,324,Chamber 3,Stage B,324,52.4,664.2,2.369,2.369,2.308,3.294,65.27,59.45,158.39,16.2,32.37,8.7,925.3,True
W3_0325,325,Chamber 3,Stage A,325,52.5,668.5,3.771,3.707,3.654,5.156,91.36,85.99,218.83,19.15,40.7,8.4,2089.2,True
W3_0326,326,Chamber 3,Stage A,326,52.6,663.7,3.785,3.695,3.65,5.122,91.76,85.53,219.92,19.18,41.25,8.44,2050.5,True
W3_0327,327,Chamber 3,Stage A,327,52.7,661.5,3.778,3.687,3.635,5.183,91.85,86.63,221.1,19.04,41.4,8.44,2103.4,True
W3_0328,328,Chamber 3,Stage B,328,52.8,659.4,2.401,2.326,2.339,3.266,65.25,59.8,161.67,16.26,31.55,8.64,918.2,True
W3_0329,329,Chamber 3,Stage A,329,52.9,660.3,3.787,3.761,3.636,5.185,91.79,86.4,224.12,19.07,41.87,8.34,2085.5,True
W3_0330,330,Chamber 3,Stage A,330,53.0,654.8,3.801,3.673,3.682,5.03,91.83,86.48,219.29,19.0,40.97,8.4,2082.0,True
W3_0331,331,Chamber 3,Stage A,331,53.1,650.2,3.763,3.743,3.662,5.112,91.88,86.19,222.38,19.18,41.3,8.46,2076.9,True
W3_0332,332,Chamber 3,Stage B,332,53.2,652.8,2.386,2.362,2.359,3.216,65.32,59.87,160.22,16.23,31.86,8.73,963.5,True
W3_0333,333,Chamber 3,Stage A,333,53.3,657.2,3.766,3.699,3.669,5.18,92.01,86.99,221.65,18.97,40.34,8.46,2068.9,True
W3_0334,334,Chamber 3,Stage A,334,53.4,653.0,3.844,3.743,3.613,5.096,92.5,85.77,222.24,19.03,40.76,8.57,2082.1,True
W3_0335,335,Chamber 3,Stage A,335,53.5,648.8,3.773,3.716,3.649,5.163,91.64,85.47,221.35,18.96,41.16,8.27,2045.8,True
W3_0336,336,Chamber 3,Stage B,336,53.6,643.4,2.384,2.353,2.326,3.23,64.63,59.88,162.83,16.14,32.03,8.75,945.1,True
W3_0337,337,Chamber 3,Stage A,337,53.7,643.1,3.747,3.742,3.62,5.061,91.47,86.24,220.28,19.04,40.86,8.62,2042.3,True
W3_0338,338,Chamber 3,Stage A,338,53.8,649.0,3.771,3.736,3.68,5.089,92.51,86.05,220.48,18.91,40.34,8.25,2062.2,True
